1, 645988, 1.961218
1, 716290, 1.950616
1, 637187, 1.736545
1, 646524, 1.651377
1, 635059, 1.624118
1, 637766, 1.624118
1, 665029, 1.613516
1, 633942, 1.612401
1, 716431, 1.607492
1, 716415, 1.577913
2, 644387, 1.837049
2, 716627, 1.616504
2, 633221, 1.612788
2, 637766, 1.606185
2, 658152, 1.540581
2, 766453, 1.533394
2, 716290, 1.530263
2, 658607, 1.525907
2, 643505, 1.525149
2, 663559, 1.463469
3, 639593, 2.391904
3, 661653, 2.391904
3, 665029, 2.208198
3, 663313, 2.088331
3, 640062, 2.087935
3, 640832, 2.087935
3, 643505, 2.087935
3, 716413, 2.087935
3, 646524, 2.043947
3, 644094, 1.784361
4, 633221, 2.331252
4, 661066, 1.954148
4, 775585, 1.926031
4, 652423, 1.825853
4, 766453, 1.800963
4, 716218, 1.628165
4, 716431, 1.581961
4, 658607, 1.557071
4, 644218, 1.486667
4, 633942, 1.466836
5, 644094, 2.651658
5, 631880, 2.254658
5, 640720, 2.244829
5, 640832, 2.244829
5, 664501, 2.233855
5, 663559, 2.177072
5, 639749, 2.167242
5, 661188, 1.905146
5, 665029, 1.905146
5, 635059, 1.881914
6, 644094, 3.276362
6, 658152, 3.276362
6, 661188, 3.276362
6, 652417, 2.876168
6, 639593, 2.872052
6, 643505, 2.872052
6, 660146, 2.872052
6, 663313, 2.872052
6, 716290, 2.491934
6, 716218, 2.490642
7, 635059, 3.097679
7, 632155, 2.719591
7, 632252, 2.374376
7, 660146, 2.361419
7, 775585, 2.361419
7, 663313, 2.351979
7, 664147, 2.344096
7, 716290, 2.341803
7, 646524, 2.332062
7, 640720, 2.292084
8, 640720, 3.700332
8, 661066, 3.272558
8, 637766, 3.263132
8, 658152, 3.263132
8, 644094, 3.226978
8, 631880, 3.068811
8, 644218, 3.068811
8, 632252, 2.845401
8, 652417, 2.840631
8, 716406, 2.840631
9, 637187, 3.431994
9, 661066, 3.431994
9, 663858, 3.038985
9, 640832, 3.030173
9, 660146, 2.935249
9, 631880, 2.934547
9, 658607, 2.637164
9, 635059, 2.634576
9, 716290, 2.605622
9, 640720, 2.598530
10, 640720, 2.841788
10, 716290, 2.760827
10, 637187, 2.396115
10, 644218, 2.396115
10, 645730, 2.396115
10, 631841, 2.382787
10, 652750, 2.381039
10, 664147, 2.377685
10, 644387, 2.367711
10, 651729, 2.367711
11, 665029, 3.762195
11, 639593, 3.350655
11, 716290, 3.350655
11, 660146, 3.336460
11, 661188, 3.336460
11, 775585, 3.336460
11, 644094, 3.221629
11, 641005, 3.194194
11, 716431, 3.194194
11, 663313, 2.924921
12, 640720, 3.877999
12, 652750, 3.877999
12, 716627, 3.877999
12, 775585, 3.877999
12, 633221, 3.427786
12, 632155, 3.422217
12, 632252, 3.402266
12, 664147, 3.402266
12, 798956, 3.402266
12, 660146, 3.382521
13, 658509, 3.769890
13, 663313, 3.769890
13, 633221, 3.327597
13, 716218, 3.326278
13, 640832, 3.320767
13, 640062, 3.300276
13, 665029, 3.281727
13, 652750, 3.280939
13, 716413, 3.267095
13, 637187, 2.877155
14, 632252, 3.521916
14, 639593, 3.521916
14, 645730, 3.521916
14, 716415, 3.521916
14, 716431, 3.521916
14, 766453, 3.521916
14, 665029, 3.109544
14, 632155, 3.109150
14, 663858, 3.109150
14, 716413, 3.109150
15, 665029, 4.170687
15, 644094, 3.628405
15, 664147, 3.119753
15, 637766, 3.087509
15, 645988, 3.087509
15, 716627, 3.087509
15, 658509, 3.077614
15, 652417, 3.076229
15, 643505, 2.666390
15, 798956, 2.588751
16, 644094, 3.423106
16, 716627, 2.936123
16, 640832, 2.870575
16, 661188, 2.838997
16, 716290, 2.473175
16, 637187, 2.421231
16, 782600, 2.415174
16, 641005, 2.403601
16, 652423, 2.403601
16, 632252, 2.383596
17, 632155, 3.392756
17, 646524, 3.392756
17, 643505, 3.365006
17, 658509, 3.365006
17, 663858, 3.365006
17, 631880, 2.901960
17, 782600, 2.901960
17, 652417, 2.899856
17, 661188, 2.892773
17, 645730, 2.882295
18, 632252, 3.149716
18, 644387, 3.127651
18, 716415, 3.127651
18, 716290, 3.100269
18, 716431, 3.092297
18, 658152, 3.087189
18, 775585, 3.087189
18, 663559, 3.078023
18, 652750, 3.065124
18, 716406, 3.056458
19, 665029, 4.366373
19, 661066, 3.862881
19, 716627, 3.862881
19, 645730, 3.825991
19, 660146, 3.825991
19, 632252, 3.808761
19, 658152, 3.808761
19, 664147, 3.808761
19, 631880, 3.799979
19, 637187, 3.799979
20, 637187, 3.872523
20, 651729, 3.872523
20, 658152, 3.872523
20, 660146, 3.872523
20, 716431, 3.344680
20, 633221, 3.343459
20, 645988, 3.332814
20, 652750, 3.332814
20, 775585, 3.332814
20, 631841, 3.318540
21, 665029, 3.853668
21, 631880, 3.385742
21, 631841, 3.357660
21, 640832, 3.357660
21, 663858, 3.357660
21, 716413, 3.357660
21, 645988, 3.343096
21, 663559, 3.327818
21, 716406, 2.829642
21, 652423, 2.799800
22, 652417, 3.139753
22, 658607, 3.135361
22, 643505, 3.128824
22, 645730, 3.128824
22, 663858, 3.128824
22, 658152, 3.126181
22, 661188, 3.126181
22, 716627, 3.121398
22, 644094, 3.085043
22, 716415, 3.078506
23, 716415, 3.797355
23, 644387, 3.789757
23, 651729, 3.755641
23, 632252, 3.260092
23, 640832, 3.255073
23, 658152, 3.255073
23, 716218, 3.255073
23, 637766, 3.247475
23, 646524, 3.225976
23, 660146, 3.225976
24, 632252, 4.584832
24, 651729, 4.584832
24, 782600, 4.584832
24, 798956, 4.042887
24, 632155, 4.009939
24, 716627, 3.995935
24, 631880, 3.979992
24, 639593, 3.979992
24, 645988, 3.979992
24, 658509, 3.979992
25, 632252, 4.728521
25, 643505, 4.728521
